form	lemma	POS	morph
སྟ་	སྟ་	OTHER
དབང་ཆེན་	དབང་ཆེན་	OTHER
གྱི་	གི་	PART
ཐོག་མ་	ཐོག་མ་	NOUN
དེ་	སྟེ་	PART
གནང་	གནང་	NO_POS
ཞིང་	ཅིང་	PART
གདན་ས་	གདན་ས་	NOUN
ར་	ལ་	PART
སྔགས་	སྔགས་	NOUN
རམས་པ་	རམས་པ་	NO_POS
འི་	གི་	PART
སྲོལ་	སྲོལ་	NOUN
གས་	གསའ་	NO_POS
ར་	ལ་	PART
འཛུགས་	འཛུགས་	NO_POS
མཛད་	མཛད་	VERB
།		PUNCT
དགུང་	དགུང་	NOUN
སོ་	གོ་	PART
།་		PUNCT
ང་	ང་	PRON
གཅིག་པ་	གཅིག་པ་	ADJ
ར་	ལ་	PART
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
བསྡུས་དོན་	བསྡུས་དོན་	NOUN
གསང་	གསང་	VERB
ཆེན་	ཆེན་	NO_POS
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
དང་	དང་	NO_POS
དགུང་ལོ་	དགུང་ལོ་	NOUN
ང་	ང་	PRON
དྲུག་པ་	དྲུག་པ་	NUM
ཕྱི་	ཕྱི་	NOUN
འོ་	གོ་	PART
།་		PUNCT
		
འོ་	གོ་	PART
།		PUNCT
ར་	ར་	ADP
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
འི་	གི་	PART
དམིགས་	དམིགས་	VERB
ཁྲིད་	ཁྲིད་	VERB
སྐྱོདང་		NON_WORD
ཚུལ་	ཚུལ་	NOUN
ཐ་	ཐ་	VERB
འདོད་	འདོད་	VERB
འཇུག་ངོགས་	འཇུག་ངོགས་	NOUN
འདི་	འདི་	DET
ལྗགས་	ལྗགས་	NOUN
རྩོམ་	རྩོམ་	VERB
མཛད་	མཛད་	VERB
།		PUNCT
མདོརཏ་		NON_WORD
།		PUNCT
ཁྲི་	ཁྲི་	NUM
ཟུརཨ་		NON_WORD
ལགས་	ལགས་	AUX
བསྟནཔཚངདང་		NON_WORD
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆངདཏོན་		NON_WORD
མཆོག་	མཆོག་	ADJ
ལྷུན་	ལྷུན་	NOUN
ལམ་	གམ་	PART
།		PUNCT
སྐུ་	སྐུ་	NOUN
།		PUNCT
ང་	ང་	OTHER
འཛིན་	འཛིན་	VERB
པཎྜིཏ་		NON_WORD
ཐུབ་བསྟན་	ཐུབ་བསྟན་	NOUN
མཐའ་ཡས་པ་	མཐའ་ཡས་པ་	ADJ
སྐུ་	སྐུ་	NOUN
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
མཚན་ལྡན་	མཚན་ལྡན་	ADJ
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་	བཤེས་	VERB
གཉེནཏྭ་		NON_WORD
མ་	མ་	PART
འི་	གི་	PART
དྲུངནས་		NON_WORD
མདོ་སྔགས་	མདོ་སྔགས་	NOUN
རིག་གནས་	རིག་གནས་	NOUN
དང་	དང་	NO_POS
རི་	རི་	NOUN
སུ་	ལ་	PART
མ་	མ་	PART
ཆད་པ་	ཆད་པ་	VERB
འི་	གི་	PART
གཞུང་ལུགས་	གཞུང་ལུགས་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ལྟ་	ལྟ་	NOUN
བུརགསན་		NON_WORD
བསམདཔྱིས་		NON_WORD
ཕྱིནཔ་		NON_WORD
མཛད་	མཛད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
མཁའ་	མཁའ་	VERB
གྲུབཀྵ་		NON_WORD
བྲལ་	བྲལ་	VERB
དུ་མ་	དུ་མ་	ADJ
སྐུ་	སྐུ་	NOUN
།		PUNCT
ང་བ་	ང་བ་	PRON
འི་	གི་	PART
མཛད་འཕྲིན་	མཛད་འཕྲིན་	OTHER
བསམགྱིས་		NON_WORD
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
ས་	གིས་	PART
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ར་	ལ་	PART
མངོན་པ་	མངོན་པ་	OTHER
དབང་	དབང་	NOUN
བསྒྱུར་	བསྒྱུར་	VERB
པསཡུལ་		NON_WORD
མདོ་སྨད་	མདོ་སྨད་	OTHER
ཀྱི་	གི་	PART
ཆེ་	ཆེ་	VERB
རྒུ་	རྒུ་	VERB
ཀུན་	ཀུན་	DET
གྱིགཙུག་		NON_WORD
གིནོར་		NON_WORD
བུ་	བུ་	NOUN
གྱུར་	གྱུར་	VERB
།		PUNCT
དགུང་	དགུང་	NOUN
སོང་	སོང་	VERB
བདུན་པ་	བདུན་པ་	NUM
ཤིང་	ཅིང་	PART
སྦྲུལ་	སྦྲུལ་	NOUN
		
འོ་	གོ་	PART
།		PUNCT
ར་	ར་	ADP
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
མཐའ་མ་	མཐའ་མ་	NOUN
བསྟན་	བསྟན་	VERB
།		PUNCT
རྗེ་	རྗེ་	NO_POS
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱི་	གི་	PART
གསུང་འབུམ་	གསུང་འབུམ་	NOUN
ཝད་		NON_WORD
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
ནངནས་		NON_WORD
ལམ་རིམ་	ལམ་རིམ་	NOUN
འདི་	འདི་	DET
ལ་	ལ་	PART
		
སྐྱབས་	སྐྱབས་	NOUN
མཐོན་	མཐོན་	NO_POS
ལམ་རིམ་	ལམ་རིམ་	NOUN
ཞེསསྐུ་		NON_WORD
།		PUNCT
ང་	ང་	OTHER
སུ་	ལ་	PART
གྲག་	གྲག་	VERB
ལ་	ལ་	PART
།		PUNCT
ཕསལགྱིགདན་		NON_WORD
ས་གོང་	ས་གོང་	NO_POS
འོག་	འོག་	NOUN
ཀུནཏུ་		NON_WORD
བློ་འཛིན་	བློ་འཛིན་	NO_POS
གནང་	གནང་	NO_POS
མཁན་	མཁན་	PROPN
ཤིནཏུ་		NON_WORD
མང་བ་	མང་བ་	VERB
དང་	དང་	NO_POS
འདི་ག་	འདི་ག་	NO_POS
ཀིརྟིའི་		NON_WORD
བྱེསཔ་		NON_WORD
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
གིནང་		NON_WORD
བློ་འཛིན་	བློ་འཛིན་	NO_POS
མཛད་	མཛད་	VERB
མཁན་	མཁན་	PROPN
མང་	མང་	VERB
ཅ་	ཅ་	OTHER
ཞིགཡོདནའངདཔེ་		NON_WORD
རྒྱུན་	རྒྱུན་	NOUN
དཀོན་	དཀོན་	NO_POS
སྟབསད་		NON_WORD
ལམ་	གམ་	PART
དེབ་	དེབ་	NOUN
གཟུགས་	གཟུགས་	NOUN
		
།		PUNCT
ག་	ག་	PRON
ཕྱི་སོ་	ཕྱི་སོ་	NO_POS
།་		PUNCT
		
ཟླ་	ཟླ་	NOUN
		
ཚེ་	ཚེ་	NOUN
		
ལ་	ལ་	PART
འཕགསཡུལ་		NON_WORD
ཀིརྟིའི་		NON_WORD
བྱེས་པ་	བྱེས་པ་	OTHER
གྲྭ་	གྲྭ་	NOUN
ཚང་	ཚང་	VERB
ན་	ནས་	PART
དཔའ་		
བསྐྲུན་	བསྐྲུན་	NO_POS
བྱསཔཅད་		NON_WORD
།།		PUNCT
དཀ་		NON_WORD
ཀ་ར་	ཀ་ར་	OTHER
ཆག་	ཆག་	VERB
		
༽		PUNCT
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
བསྟེན་	བསྟེན་	VERB
ཚུལ་	ཚུལ་	NOUN
དང་	དང་	NO_POS
འབྲེལ་བ་	འབྲེལ་བ་	VERB
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
ཚིཊ་		NON_WORD
བཅད་	བཅད་	VERB
།།		PUNCT
		
		
༽		PUNCT
ཞལ་	ཞལ་	NOUN
གདམཱ་		NON_WORD
མགུར་མ་	མགུར་མ་	OTHER
།		PUNCT
ཞ་	ཞ་	OTHER
		
༽		PUNCT
རྗེ་	རྗེ་	NO_POS
དགུང་	དགུང་	NOUN
ཕོ་	ཕོ་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
ལམ་རིམ་	ལམ་རིམ་	NOUN
		
༽		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
འི་	གི་	PART
དམིགས་	དམིགས་	VERB
ཁྲིད་	ཁྲིད་	VERB
སྐྱོང་	སྐྱོང་	VERB
ཚུལ་	ཚུལ་	NOUN
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
ཐ་	ཐ་	VERB
འདོ་	འདོ་	VERB
འཇུག་ངོགས་	འཇུག་ངོགས་	NOUN
།		PUNCT
		
༽		PUNCT
ལམ་	གམ་	PART
ཡོངས་རྫོགས་	ཡོངས་རྫོགས་	OTHER
ཀྱི་	གི་	PART
བྱིན་	བྱིན་	VERB
ཆ་	ཆ་	NOUN
ས་	གིས་	PART
ཞུ་བ་	ཞུ་བ་	VERB
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
།		PUNCT
ཁེ་	ཁེ་	NOUN
		
༽		PUNCT
དམ་ཆོས་	དམ་ཆོས་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
སོ་	གོ་	PART
ལམ་	གམ་	PART
མམ་	གམ་	PART
ལམ་རིམ་	ལམ་རིམ་	NOUN
སོ་	གོ་	PART
ལམ་	གམ་	PART
།		PUNCT
		
		
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
བསྟེན་	བསྟེན་	VERB
ཚུལ་	ཚུལ་	NOUN
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
བཞུགས་	བཞུགས་	VERB
།།༄༅༅།		PUNCT
ན་མོ་	ན་མོ་	X
གུ་རུ་	གུ་རུ་	PROPN
བྷཿ་		NON_WORD
དམ་ཆོས་	དམ་ཆོས་	NOUN
བདུད་	བདུད་	NOUN
ཅིའི་	ཅིའི་	NO_POS
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
སྩོལ་	སྩོལ་	VERB
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
ཆོས་འབྲེལ་	ཆོས་འབྲེལ་	OTHER
དངོ་	དངོ་	NOUN
ཐོབ་	ཐོབ་	VERB
དྲིན་ཅན་	དྲིན་ཅན་	ADJ
བླ་མ་	བླ་མ་	NOUN
ཀུན་	ཀུན་	DET
། །		PUNCT
རབ་འབྱམས་	རབ་འབྱམས་	ADJ
རྒྱལ་	རྒྱལ་	VERB
ཀུན་	ཀུན་	DET
འདུས་པ་	འདུས་པ་	VERB
འི་	གི་	PART
སྔ་	སྔ་	ADV
རྭབ་		NON_WORD
རུ་	ལ་	PART
། །		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
དད་མོས་	དད་མོས་	OTHER
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
དུག་	དུག་	NOUN
གསུམ་	གསུམ་	NUM
སྐྱོན་	སྐྱོན་	NOUN
གྱིས་	གིས་	PART
སྦགས་པ་	སྦགས་པ་	VERB
འི་	གི་	PART
མ་	མ་	PART
དག་	དག་	DET
ཁྲ་	ཁྲ་	NOUN
འི་	གི་	PART
། །		PUNCT
སྣང་	སྣང་	VERB
ཆ་	ཆ་	NOUN
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
མཛད་པ་	མཛད་པ་	VERB
ར་	ལ་	PART
ཤར་བ་	ཤར་བ་	VERB
ལ་	ལ་	PART
། །		PUNCT
སྐྱོན་	སྐྱོན་	NOUN
རྟོག་	རྟོག་	VERB
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ཙམ་	ཙམ་	DET
ཡང་	ཀྱང་	PART
མི་	མི་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
དག་སྣང་	དག་སྣང་	NOUN
རྩོལ་	རྩོལ་	NO_POS
མེད་	མེད་	VERB
འབྱོངས་པ་	འབྱོངས་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
སྤངས་རྟོགས་	སྤངས་རྟོགས་	NO_POS
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
རྒྱལ་	རྒྱལ་	VERB
ཀུན་	ཀུན་	DET
དང་	དང་	NO_POS
མཉམ་	མཉམ་	VERB
ཡང་	ཀྱང་	PART
། །		PUNCT
ཐ་མལ་	ཐ་མལ་	ADJ
གཟུགས་	གཟུགས་	NOUN
ཀྱིས་	གིས་	PART
སྐུ་ང་	སྐུ་ང་	NO_POS
ས་	གིས་	PART
ཐེ་	ཐེ་	NO_POS
ག་	ག་	PRON
ས་	གིས་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
གནད་	གནད་	NOUN
། །		PUNCT
འཅནམས་པ་	འཅནམས་པ་	NON_WORD
འི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
རྒྱལ་	རྒྱལ་	VERB
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷག་པ་		
།།		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
མོས་གུས་	མོས་གུས་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
འཕྲལ་	འཕྲལ་	ADV
གྱི་	གི་	PART
བདེ་	བདེ་	VERB
འབྱོར་	འབྱོར་	VERB
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
། །		PUNCT
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
བ་	བ་	NOUN
གྱི་	གི་	PART
ལེགས་ཚོགས་	ལེགས་ཚོགས་	OTHER
ཀུན་	ཀུན་	DET
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
ཁོ་ན་	ཁོ་ན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
།།		PUNCT
རྩེགཅིག་		NON_WORD
ངེས་པ་	ངེས་པ་	VERB
རྙེད་པ་	རྙེད་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
ལུས་སྲོག་	ལུས་སྲོག་	NOUN
ཡལ་བ་	ཡལ་བ་	VERB
ར་	ལ་	PART
བོར་བ་	བོར་བ་	VERB
འི་	གི་	PART
བཀུར་	བཀུར་	VERB
ཞིདང་		NON_WORD
། །		PUNCT
ཅི་	ཅི་	NO_POS
འབྱོར་	འབྱོར་	VERB
རྙེད་པ་	རྙེད་པ་	VERB
འབུལ་	འབུལ་	NO_POS
ཞིང་	ཅིང་	PART
ཁྱད་	ཁྱད་	NOUN
		
པརཏྭ་		NON_WORD
། །		PUNCT
ཅི་	ཅི་	NO_POS
གསུང་	གསུང་	VERB
བཀའ་	བཀའ་	NOUN
བཞིན་	བཞིན་	NOUN
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ཡི་	གིས་	PART
།།		PUNCT
ཕན་བདེ་	ཕན་བདེ་	OTHER
འི་	གི་	PART
མབ་		NON_WORD
ཚུགས་པ་	ཚུགས་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
གང་	གང་	NO_POS
ཤ་	ཤ་	VERB
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
གསང་	གསང་	VERB
གསུམ་	གསུམ་	NUM
རྣམ་	རྣམ་	NOUN
རོལཏུ་		NON_WORD
། །		PUNCT
བལྟ་བ་	བལྟ་བ་	VERB
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཟབ་མོ་	ཟབ་མོ་	ADJ
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གསུམ་	གསུམ་	NUM
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
གོ་འཕང་	གོ་འཕང་	NOUN
མཆོག་	མཆོག་	ADJ
།		PUNCT
ཚེ་	ཚེ་	NOUN
གཅིག་ཉིད་	གཅིག་ཉིད་	NO_POS
ལ་	ལ་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
།		PUNCT
ཪྵ་		NON_WORD
བཝོགརྙོབཅ་		NON_WORD
ཚུལགྱིཚིགསབགོབདིནིགུས་		NON_WORD
ཇོབདགོཁྱོདའཇམདཔལབསའཛིནནསབསྐུལ་		NON_WORD
ངོ་	ངོ་	PART
ར་	ལ་	PART
།		PUNCT
		
རོང་	རོང་	PROPN
ཪྵ་		NON_WORD
སྤྲུལ་	སྤྲུལ་	VERB
མིང་པ་	མིང་པ་	NO_POS
རཱཁཟང་		NON_WORD
འཕྲིན་ལས་	འཕྲིན་ལས་	NOUN
ཀྱིས་	གིས་	PART
སྦྱར་བ་	སྦྱར་བ་	VERB
ཛ་ཡ་	ཛ་ཡ་	NO_POS
།		PUNCT
ཞལ་གདམས་	ཞལ་གདམས་	NOUN
༷སྤྲོར་		NON_WORD
མ་	མ་	PART
བཞུགས་	བཞུགས་	VERB
ས་	ས་	ADP
།		PUNCT
ཀོ་	ཀོ་	NO_POS
༅༅།		PUNCT
དཔལ་	དཔལ་	OTHER
སྐྱབས་གནས་	སྐྱབས་གནས་	NOUN
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
བླ་མ་	བླ་མ་	NOUN
རྗེའི་		NON_WORD
།།		PUNCT
ཞབས་	ཞབས་	NOUN
རྡུལ་	རྡུལ་	NOUN
ཕྲེང་	ཕྲེང་	OTHER
འབྲལ་	འབྲལ་	NO_POS
མེད་	མེད་	VERB
གཙུག་	གཙུག་	NOUN
གིས་	གིས་	PART
བསྟེན་	བསྟེན་	VERB
།།		PUNCT
གནས་	གནས་	NOUN
ཐ་	ཐ་	VERB
མེད་	མེད་	VERB
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
།།		PUNCT
རེ་	རེ་	NOUN
ལྷ་རི་	ལྷ་རི་	OTHER
འི་	གི་	PART
ཕུན་ཚོགས་	ཕུན་ཚོགས་	ADJ
བདེ་བ་	བདེ་བ་	VERB
མྱོང་	མྱོང་	VERB
།།		PUNCT
རེ་	རེ་	NOUN
དམྱལ་བ་	དམྱལ་བ་	NOUN
འི་	གི་	PART
གནས་	གནས་	NOUN
ན་	ལ་	PART
ཆོ་ངེ་	ཆོ་ངེ་	NOUN
འདེབས་	འདེབས་	VERB
།།		PUNCT
དུས་	དུས་	NOUN
ད་ལྟ་	ད་ལྟ་	OTHER
དལ་འབྱོར་	དལ་འབྱོར་	NOUN
མི་ལུས་	མི་ལུས་	NOUN
ཐོབ་	ཐོབ་	VERB
།།		PUNCT
ཐོས་བསམ་	ཐོས་བསམ་	NOUN
སྒོམ་	སྒོམ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
སྐལ་བ་	སྐལ་བ་	NOUN
ལྡན་	ལྡན་	VERB
།།		PUNCT
གཏན་	གཏན་	NOUN
སྐྱིད་	སྐྱིད་	NO_POS
དང་	དང་	NO_POS
གཏན་	གཏན་	NOUN
གྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གཉིས་	གཉིས་	NUM
།།		PUNCT
གང་	གང་	NO_POS
འདམ་	འདམ་	NO_POS
གྱི་	གི་	PART
རང་	རང་	PRON
དབངཡོད་པ་	དབངཡོད་པ་	NON_WORD
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
།།		PUNCT
གཉིད་	གཉིད་	NOUN
བཟང་	བཟང་	VERB
བཏུང་	བཏུང་	NO_POS
འདུ་འཛི་	འདུ་འཛི་	NOUN
བྲོམོའི་		NON_WORD
གཏམ་	གཏམ་	NOUN
།།		PUNCT
ཡུལ་	ཡུལ་	NOUN
རྣམ་གཡེང་	རྣམ་གཡེང་	NOUN
